rsci_uuid,READY_common_name,READY_additional_names,READY_sample_type,READY_physical_form,READY_natural-synthetic,READY_origination_date_edtf_1,READY_origination_date_edtf_2,READY_origination_date_edtf_3,READY_expiration_date_statement,READY_dim1_value,READY_dim1_lowestvalue,READY_dim1_highestvalue,READY_dim1_unit,READY_dim1_type,READY_dim1_note,READY_dim2_value,READY_dim2_lowestvalue,READY_dim2_highestvalue,READY_dim2_unit,READY_dim2_type,READY_dim2_note,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note,facet_type_value_uuid,Acquired By,Acquired By (CLEAN_1),Acquired By (CLEAN_2),Acquired By (Institution_1),Acquired By (Institution_2),Acquired From,Acquired From (CLEAN_1),Acquired From (CLEAN_2),Acquired From (Institution_1a),Acquired From (Institution_1b),Acquired From (Institution_2a),Acquired From (NOTE),Acquisition Date,Acquisition Date__edtf,Acquisition Date__begin_of_the_begin,Acquisition Date__end_of_the_begin,Acquisition Date__begin_of_the_end,Acquisition Date__end_of_the_end,Additional Names,Additional Classification,gbif_uri,gbif_canonical_name,gbif_vernacular_name,Barcode No.,Barcode Prefix,Catalog No.,Certified Standard?,Chem Composition Confirmed,Chemical (CAS) No.,Chemical Formula,Chemical Name,Collection Name,Color,color_use,color_split 1,color_split 2,color_split 3,Color Index (CI) No.,Common Name,Component1,comp1_n,comp1_g,comp1_p,Component2,comp2_n,comp2_g,comp2_p,Component3,Compound Type,Contact Name,E-Mail,Experiments,Fire Safety,Formulation,Full Barcode,Geographic Origin,admin_1 (country),admin_1_geonames,admin_2,admin_2_geonames,specific_place,specific_place_uri,latitude,longitude,specific_geojson,specific_place_2,specific_place_uri_2,latitude_2,longitude_2,specific_geojson_2,geo_note,geo_check,geo_method,Grid Location,Health Safety,Manufacturer,Manufacturer (CLEAN),Manufacturer (NOTE),Mass or Volume,Mixture Pigment,Mixture Type,MSDS Sheet?,Natural/Synthetic,Notes,Old Barcode,Origination Date,origination_date_statement,origin_date_begin_of_begin,origin_date_end_of_begin,origin_date_begin_of_end,origin_date_end_of_end,Other Safety,Part of a Collection?,Phone No.,Physical Form,Preparation,Reactivity Safety,Sample Type,Typical Use,Warning Field
004432c6-dbd2-489c-b5e5-f5e436225953,True blue,,"paint, watercolor",Single Liquid,,,,,,0.5,,,Ounce,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,Dr. Ph. Martin's,Dr. Ph. Martin's,,,,,,,,,,,,,,,,,23924.0,PNTW,9A,,,,,,,Blue,Blue,,,,,True blue,,,,,,,,,,,,docmartins.com,,0.0,,PNTW23924,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,7-B-22,0.0,"Salis International, Inc.","Salis International, Inc.",,0.5 oz.,,,Yes,,Dr. Ph. Martin's radiant concentrated water color series,,,,,,,,,No,800-843-8293,Single Liquid,Commercial,0.0,"Paint, watercolor",Colorant,
00467114-40bf-4e17-bbb5-248bfc0497fc,Sandlewood,,dye,"Opaque, Powder",natural,,,,,200.0,,,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1994,1994,1994-01-01,1994-01-01,1994-12-31,1994-12-31,Sandelhout; Natural Red 22,,,,,12528.0,DYE,,,,,,,,Red,Red,,,,75540,Sandlewood,,,,,,,,,,Organic,,,,,,DYE12528,"Zaandam, The Netherlands",,,,,Zaandam,https://www.geonames.org/2744118,52.43854,4.82643,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                4.883135969753634,
                52.403996069292674
            ],
            [
                4.883135969753634,
                52.47307759615752
            ],
            [
                4.769726579074491,
                52.47307759615752
            ],
            [
                4.769726579074491,
                52.403996069292674
            ],
            [
                4.883135969753634,
                52.403996069292674
            ]
        ]
    ]
}",,,,,,,,,7-E-4,,Verfmolen 'De Kat',Verfmolen 'De Kat',,200 g,,,No,Natural,in 2 jars,DYE0342,,,,,,,,,,"Opaque, Powder",,,Dye,Colorant,
00484b28-b1db-4349-825e-93f3eacb49d6,"Madder, 200% on wool, aftertreated",,dye,Dye on yarn (wool),natural,1980~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,H. Schweppe,H. Schweppe,,,,,,ca. 1985,1985?,1983-01-01,1985-01-01,1985-12-31,1987-12-31,"Rubia tinctorum L., Radix; Natural Red 8",,,,,17109.0,DYE,Sch 596a,,,12640-73-2,,,,Orange,Orange,,,,,"Madder, 200% on wool, aftertreated",,,,,,,,,,Organic,,,,,,DYE17109,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,"Anal. Chem Lab - L2, room 422",,,,,,,,No,Natural,"mordant: 25% alum, 6% tartar, aftertreated by tin(II) chloride; Schweppe Reference Collection - Colourings of Natural Dyes",,ca. 1980,,1978-01-01,1980-01-01,1980-12-31,1982-12-31,,,,Dye on yarn (wool),,,Dye,Colorant,
004d5698-289a-4a2a-a8da-6f53bc1b6959,Niocalite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22842.0,STNN,1056,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Niocalite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22842,State/Country: Canada; County: Quebec; Town/Area: Oka; Mine/Site: N/A,,,,,Quebec,https://www.geonames.org/6115047,52.00017,-71.99907,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -57.1054863999999,
                44.9911431680001
            ],
            [
                -57.1054863999999,
                62.582864917
            ],
            [
                -79.7610586729999,
                62.582864917
            ],
            [
                -79.7610586729999,
                44.9911431680001
            ],
            [
                -57.1054863999999,
                44.9911431680001
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 73",,,,,,,,Doesn't exist,Natural,calcite,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
00519dcb-27bd-4323-8fae-a384ef0d2f58,White Acrylic Ink,,ink,Solution,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Pearl Art and Craft Supply,Pearl Art and Craft Supply,,,,,,2006,2006,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,,,20677.0,INK,Speedball: 3110,,,,,,,White,White,,,,,White Acrylic Ink,,,,,,,,,,,,,,,,INK20677,U.S.A.,United States,https://www.geonames.org/6252001,,,United States,https://www.geonames.org/6252001,39.76,-98.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -66.94918572300003,
                18.910193684000003
            ],
            [
                -66.94918572300003,
                71.386662492
            ],
            [
                172.436429978,
                71.386662492
            ],
            [
                172.436429978,
                18.910193684000003
            ],
            [
                -66.94918572300003,
                18.910193684000003
            ]
        ]
    ]
}",,,,,,,,,7-G-22,,Speedball Art,Speedball Art,,,,,No,,,,2006,,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,Solution,Commercial,,Ink,Colorant,
005b6bad-02a1-45a7-87ff-b3a2380cf678,Mora,,wood,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Bill Ginell,Bill Ginell,,,,World Timbers,World Timbers,,,,,,1986,1986,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,Mora excelsa,https://www.gbif.org/species/5355414,Mora excelsa,,10215.0,WOOD,0976,,,,,,,,,,,,,Mora,,,,,,,,,,Organic,,,,,,WOOD10215,British Guiana,,,,,Guyana,https://www.geonames.org/3378535,5.0,-59.0,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -56.49112,
                1.164724
            ],
            [
                -56.49112,
                8.546223152000001
            ],
            [
                -61.4108317,
                8.546223152000001
            ],
            [
                -61.4108317,
                1.164724
            ],
            [
                -56.49112,
                1.164724
            ]
        ]
    ]
}",,,,,,,,,8-B-1,,,,,,,,Doesn't exist,Natural,part of World Timber Collection,TIM0976,,,,,,,,,,,Not applicable,,Wood,Construction Material,
005cea7e-521d-466f-ba51-bb8e8ddc97de,Granodiortie,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,23471.0,STNN,486,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Granodiortie,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN23471,State/Country: California; County: Sacramento; Town/Area: Folsom; Mine/Site: N/A,United States,https://www.geonames.org/6252001,,,Folsom,https://www.geonames.org/5349705,38.67796,-121.17606,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -121.07908899999998,
                38.614613
            ],
            [
                -121.07908899999998,
                38.717118
            ],
            [
                -121.210143,
                38.717118
            ],
            [
                -121.210143,
                38.614613
            ],
            [
                -121.07908899999998,
                38.614613
            ]
        ]
    ]
}",,,,,,,,,"aisle 4, column 37, box 107",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
005d7c1a-d5e1-4077-b029-d6b4fae40a2c,B&W Photo Paper,,photographic paper,Photographic Paper,synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,,,,,,,,2007,2007,2007-01-01,2007-01-01,2007-12-31,2007-12-31,Portriga speed (PS 318 PE) 2,,,,,20754.0,PHP,,,,,,,,,,,,,,B&W Photo Paper,,,,,,,,,,,,,,,,PHP20754,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,Aisle 11,,Agfa Gevaert,Agfa Gevaert,,,,,Doesn't exist,Synthetic,"Fiber base, fine grain, matt, grade 2, 10.5 x 14.8 cm",,,,,,,,,,,Photographic Paper,Commercial,,Photographic Paper,Photography,
005e101e-0819-489b-88da-57936415e9db,Yellow,,pigment,Slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,E. W. Forbes Collection,E. W. Forbes Collection,,,,,,,,,,,,,,,,,14689.0,PIG,Forbes: 3.04.34B,,,,,,,Yellow,Yellow,,,,,Yellow,,,,,,,,,,,,,,,,PIG14689,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"aisle 10, column 31",,,,,,,,Doesn't exist,,"Pigment Box 2, #31; duplicate set in Analytical Lab ",PIG0884,,,,,,,,,,Slide,,,Pigment,Colorant,
00627050-9c08-4d91-97ba-be0d02bb8bd1,Resin (99.8) / Egg (0.2),Dammar / Whole Egg,prepared mixture,Base mixture,,,,,,,,,,,,,,,,,,,,Mixture prepared with 80.803 g of turpentine and no water,,,,,,,,,,,,,,Dammar Resin (Kremer Pigmente),,,18.865,Gram,Mass,,Whole Egg,,,0.038,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0065c6bb-f7ea-49ab-ae06-d5668bca685c,B&W Photo Paper,,photographic paper,Photographic Paper,synthetic,,,,,100.0,,,Unitless (for Count (sum total)),Count (sum total),100 sheets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,,,,,,,,2006,2006,2006-01-01,2006-01-01,2006-12-31,2006-12-31,Polycontrast III RC,,,,,19739.0,PHP,Kodak: 811 4902,,,,,,,,,,,,,B&W Photo Paper,,,,,,,,,,,,,,,,PHP19739,Canada,,,,,Canada,https://www.geonames.org/6251999,60.10867,-113.64258,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -52.619079929,
                41.6765678
            ],
            [
                -52.619079929,
                83.113214493
            ],
            [
                -141.0018584,
                83.113214493
            ],
            [
                -141.0018584,
                41.6765678
            ],
            [
                -52.619079929,
                41.6765678
            ]
        ]
    ]
}",,,,,,,,,Aisle 11,,Kodak Canada Inc,Kodak Canada Inc.,,100 sheets,,,Doesn't exist,Synthetic,"Resin coated, white, semi-matt, medium weight, 8 x 10""",,,,,,,,,,,Photographic Paper,Commercial,,Photographic Paper,Photography,
006b20d6-f7c3-49ff-9e67-7417f6d4cdf1,"Alkanet, on wool (2nd coloring of Sch 674)",,dye,Dye on yarn (wool),natural,1980~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,H. Schweppe,H. Schweppe,,,,,,ca. 1985,1985?,1983-01-01,1985-01-01,1985-12-31,1987-12-31,"Alkanna tinctoria TAUSCH., radix; Natural Red 20",,,,,17076.0,DYE,Sch 674a,,,,,,,Violet,Violet,,,,,"Alkanet, on wool (2nd coloring of Sch 674)",,,,,,,,,,Organic,,,,,,DYE17076,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,"Anal. Chem Lab - L2, room 422",,,,,,,,No,Natural,"mordant: 25% alum, 6% tartar; Schweppe Reference Collection - Colourings of Natural Dyes",,ca. 1980,,1978-01-01,1980-01-01,1980-12-31,1982-12-31,,,,Dye on yarn (wool),,,Dye,Colorant,
006dce28-cff2-4582-b72c-247d3c12a0a0,Oil (98) / Glue (2.0) + Lead White,Linseed Oil / Rabbit Skin Glue,prepared mixture,Paint-out Plate,,1991-04-18,,,,,,,,,,,,,,,,,,,Lead White (Kremer Pigmente),,colorant,11.401,Gram,Mass,,7f94ce85-a017-41ab-87d0-2ff727fc8e2c,base mixture,5.265,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,Linseed Oil / Rabbit Skin Glue,,,,,13967.0,MIX,,,,,,,,,,,,,,Oil (98) / Glue (2.0),5.155 g linseed oil,5.155,g,linseed oil,0.110 g rabbit-skin glue,0.11,g,rabbit-skin glue,,Mixture,,,,,Mixture 5.265 g : pigment 11.401 g,MIX13967,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"aisle 10, column 39",,Kremer Pigmente (components),Kremer-Pigmente,(components),,Lead White,,Doesn't exist,,method: weight by weight,MIX0141,04-18-91,,1991-04-18,1991-04-18,1991-04-18,1991-04-18,,,,Paint-out Plate,Recipe,,Prepared mixture,,
0081052e-b59d-4eef-938c-4e26c09292a2,Resin (50) / Glue (50),Dammar / Rabbit Skin Glue,prepared mixture,Paint-out Plate,,1991-07-08,,,,,,,,,,,,,,,,,,Mixture prepared with solvent,,,,,,,,2ec303d5-eaca-494e-a409-e4c2944c8be5,base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,Dammar / Rabbit Skin Glue,,,,,14162.0,MIX,,,,,,,,,,,,,,Resin (50) / Glue (50),10.005 g dammar resin,10.005,g,dammar resin,10.007 g rabbit-skin glue,10.007,g,rabbit-skin glue,,Mixture,,,,,Mixture = 10.005 g dammar resin : 10.007 g rabbit-skin glue : 21.123 g turpentine : 41.079 g water,MIX14162,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"aisle 10, column 39",,Kremer Pigmente (components),Kremer-Pigmente,(components),,,,Doesn't exist,,method: weight by weight,MIX0336,07-08-91,,1991-07-08,1991-07-08,1991-07-08,1991-07-08,,,,Paint-out Plate,Recipe,,Prepared mixture,,
008591a6-589a-450d-a1cd-82e29d38dbaa,Hardystonite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22812.0,STNN,726,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Hardystonite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22812,State/Country: New Jersey; County: Sussex; Town/Area: Franklin; Mine/Site: Franklin,United States,https://www.geonames.org/6252001,,,Sussex,https://www.geonames.org/5105168,41.13946,-74.69023,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -74.36751,
                40.899165
            ],
            [
                -74.36751,
                41.357423
            ],
            [
                -74.992015,
                41.357423
            ],
            [
                -74.992015,
                40.899165
            ],
            [
                -74.36751,
                40.899165
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 71",,,,,,,,Doesn't exist,Natural,"Willemite,Calcite",,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
0087eb0b-07d9-4f57-b738-19c93491f39d,"Cobalt Blue, greenish",,pigment,Powder,synthetic,,,,,,,,,,100 g x 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1992,1992,1992-01-01,1992-01-01,1992-12-31,1992-12-31,Pigment Blue 36,,,,,15400.0,PIG,Kremer 4574,,,68187-11-1,,spinel of the cobalt-chrome-aluminium oxide system,,Blue,Blue,,,,77443,"Cobalt Blue, greenish",,,,,,,,,,Inorganic,,,,,,PIG15400,"Aichstetten, Germany",Germany,https://www.geonames.org/2921044,,,Aichstetten,https://www.geonames.org/6556053,47.8973,10.0565,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                10.1104486798216,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.86213339400557
            ]
        ]
    ]
}",,,,,,,,,9-G-10,2.0,Kremer-Pigmente,Kremer-Pigmente,,100 g X 2,,,Yes,Synthetic,,PIG1034,,,,,,,,,,Powder,Commercial,,Pigment,Colorant,
00897224-7ef0-42b5-b941-9966f39847cb,Yellow Ochre,,"paint, oil-based, water mixable",Paint-out Plate,synthetic,,,,,,,,,,,,,,,,,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,,,,,,18979.0,PNTOW,227,,,,,,,Yellow,Yellow,,,,,Yellow Ochre,,,,,,,,,,Mixture,,,Ambient aged,,,PNTOW18979,Holland,,,,,The Netherlands,https://www.geonames.org/2750405,52.25,5.75,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                7.22749859212922,
                50.7503674993741
            ],
            [
                7.22749859212922,
                53.5550145156973
            ],
            [
                3.35837827202,
                53.5550145156973
            ],
            [
                3.35837827202,
                50.7503674993741
            ],
            [
                7.22749859212922,
                50.7503674993741
            ]
        ]
    ]
}",,,,,,,,,"aisle 10, column 38",,Royal Talens,Royal Talens,,,,Organic - inorganic,No,Synthetic,,,,,,,,,,,,Paint-out Plate,Commercial,,"Paint, oil-based, water mixable",Colorant,
00898a70-e733-44f1-b7e8-b7c454701f5e,Vermilion,,pigment,Powder,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,Standard Brands,Standard Brands,,,,,,,,,,,,,,,,,13207.0,PIG,#8,,,1344-48-5,HgS,Mercuric Sulfide,,Orange,Orange,,,,77766,Vermilion,,,,,,,,,,Inorganic,,,,,,PIG13207,Japan,,,,,Japan,https://www.geonames.org/1861060,35.68536,139.75309,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                153.986844163,
                20.422746414
            ],
            [
                153.986844163,
                45.55608764
            ],
            [
                122.933653061,
                45.55608764
            ],
            [
                122.933653061,
                20.422746414
            ],
            [
                153.986844163,
                20.422746414
            ]
        ]
    ]
}",,,,,,,,,10-M-28,3.0,Lucky,Lucky,,,,,No,Unknown,Japanese pigment and dye collection,,,,,,,,,,,Powder,,,Pigment,Colorant,0.0
008ae03d-f105-42ed-aef6-83b14abd0bf9,Ciricote,,wood,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,,,,,,13433.0,WOOD,,,,,,,,,,,,,,Ciricote,,,,,,,,,,Organic,,,,,,WOOD13433,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,8-C-1,,,,,,,,Doesn't exist,Natural,,,,,,,,,,,,,Not applicable,,Wood,Construction Material,
0096e1a3-8b9b-42a7-8572-41889a743eb1,Litharge after Cerrusite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,21804.0,STNN,650,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Litharge after Cerrusite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN21804,State/Country: Arizona; County: Maricopa; Town/Area: N/A; Mine/Site: Tonopah-Belmont,United States,https://www.geonames.org/6252001,,,Maricopa,https://www.geonames.org/5303754,33.34883,-112.49123,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -111.039905,
                32.504938
            ],
            [
                -111.039905,
                34.04817
            ],
            [
                -113.334436,
                34.04817
            ],
            [
                -113.334436,
                32.504938
            ],
            [
                -111.039905,
                32.504938
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 20",,,,,,,,Doesn't exist,Natural,Hemimorphite,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
00a0b57a-bb01-40e4-bdad-f87ec946f5ee,Surinam virola,,wood,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Bill Ginell,Bill Ginell,,,,World Timbers,World Timbers,,,,,,1986,1986,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,Virola suriamensis,https://www.gbif.org/species/3152848,Virola surinamensis,ucahuba-nut,10041.0,WOOD,0054,,,,,,,,,,,,,Surinam virola,,,,,,,,,,Organic,,,,,,WOOD10041,Columbia,,,,,Colombia,https://www.geonames.org/3686110,4.0,-73.25,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -66.8472153989999,
                -4.22839224299997
            ],
            [
                -66.8472153989999,
                13.394789727
            ],
            [
                -81.735775648,
                13.394789727
            ],
            [
                -81.735775648,
                -4.22839224299997
            ],
            [
                -66.8472153989999,
                -4.22839224299997
            ]
        ]
    ]
}",,,,,,,,,8-A-1,,,,,,,,Doesn't exist,Natural,part of World Timber Collection,TIM0054,,,,,,,,,,,Not applicable,,Wood,Construction Material,
00a42c73-e36c-48a4-ad8f-df2c8862745d,Ulexite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22315.0,STNN,978,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Ulexite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22315,State/Country: California; County: Kern; Town/Area: Boron; Mine/Site: Boron Open Pit,United States,https://www.geonames.org/6252001,,,Kern,https://www.geonames.org/5362932,35.34285,-118.7299,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -117.616195,
                34.790609
            ],
            [
                -117.616195,
                35.798202
            ],
            [
                -120.194152,
                35.798202
            ],
            [
                -120.194152,
                34.790609
            ],
            [
                -117.616195,
                34.790609
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 47",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
